filepath,label
f:/Projects/AnimalClassification/data/prepared/cats/afhq_1101.png,cats
f:/Projects/AnimalClassification/data/prepared/cats/ms_10734.jpg,cats
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_000015-1_35.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/dogs/ms_8510.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/cats/afhq_2781.png,cats
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_DSC_6662.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/cats/hf_train_001496.jpg,cats
f:/Projects/AnimalClassification/data/prepared/dogs/hf_train_008616.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/cats/afhq_5083.png,cats
f:/Projects/AnimalClassification/data/prepared/cats/afhq_4447.png,cats
f:/Projects/AnimalClassification/data/prepared/cats/afhq_0056.png,cats
f:/Projects/AnimalClassification/data/prepared/cats/hf_train_005096.jpg,cats
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_000017-1_24.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/cats/ms_9607.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/ms_11432.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/hf_val_000295.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/afhq_2938.png,cats
f:/Projects/AnimalClassification/data/prepared/cats/ms_6889.jpg,cats
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_00052_σë_µ_¼.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/cats/hf_train_001505.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/hf_train_001168.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/afhq_5353.png,cats
f:/Projects/AnimalClassification/data/prepared/cats/ms_10925.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/hf_train_003541.jpg,cats
f:/Projects/AnimalClassification/data/prepared/dogs/ms_4398.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_000017-2_16.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/cats/ms_1274.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/hf_train_003112.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/ms_8702.jpg,cats
f:/Projects/AnimalClassification/data/prepared/wildlife/afhq_4488.png,wildlife
f:/Projects/AnimalClassification/data/prepared/dogs/ms_4149.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/cats/ms_7909.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/ms_11219.jpg,cats
f:/Projects/AnimalClassification/data/prepared/dogs/ms_2343.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_000008-1_46.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/dogs/ms_1287.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/dogs/ms_5775.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/dogs/afhq_3097.png,dogs
f:/Projects/AnimalClassification/data/prepared/dogs/afhq_2274.png,dogs
f:/Projects/AnimalClassification/data/prepared/cats/hf_train_002439.jpg,cats
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_DSC_0751_3.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/dogs/ms_4737.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/cats/afhq_3331.png,cats
f:/Projects/AnimalClassification/data/prepared/cats/afhq_1512.png,cats
f:/Projects/AnimalClassification/data/prepared/cats/ms_1966.jpg,cats
f:/Projects/AnimalClassification/data/prepared/dogs/ms_1959.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/dogs/afhq_0681.png,dogs
f:/Projects/AnimalClassification/data/prepared/cats/ms_5047.jpg,cats
f:/Projects/AnimalClassification/data/prepared/wildlife/afhq_4394.png,wildlife
f:/Projects/AnimalClassification/data/prepared/cats/ms_8100.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/hf_train_001778.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/hf_train_002218.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/ms_8344.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/ms_6282.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/ms_6698.jpg,cats
f:/Projects/AnimalClassification/data/prepared/dogs/ms_8564.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/cats/ms_5654.jpg,cats
f:/Projects/AnimalClassification/data/prepared/wildlife/afhq_1243.png,wildlife
f:/Projects/AnimalClassification/data/prepared/wildlife/afhq_1226.png,wildlife
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_DSC_9199.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_000061_σë_µ_¼.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/cats/afhq_5225.png,cats
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_DSC_1329.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/dogs/ms_10710.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/cats/ms_7532.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/ms_5773.jpg,cats
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_000005-1_17.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/wildlife/afhq_4514.png,wildlife
f:/Projects/AnimalClassification/data/prepared/dogs/hf_train_007146.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/dogs/hf_val_000627.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/cats/ms_4313.jpg,cats
f:/Projects/AnimalClassification/data/prepared/dogs/ms_7478.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/dogs/afhq_3565.png,dogs
f:/Projects/AnimalClassification/data/prepared/dogs/ms_5500.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_0000024_σë_µ_¼_2.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/cats/ms_8676.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/ms_9330.jpg,cats
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_DSC_5697.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/dogs/ms_6008.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_DSC_3749.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/dogs/ms_8247.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_000001-1_68.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/cats/hf_train_001802.jpg,cats
f:/Projects/AnimalClassification/data/prepared/dogs/ms_9673.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/wildlife/afhq_0896.png,wildlife
f:/Projects/AnimalClassification/data/prepared/dogs/afhq_2156.png,dogs
f:/Projects/AnimalClassification/data/prepared/dogs/ms_4374.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/cats/afhq_1455.png,cats
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_000029-1_10.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/cats/hf_train_004767.jpg,cats
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_000012-1_16.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_DSC_3004.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/cats/ms_3484.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/ms_8675.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/hf_train_001833.jpg,cats
f:/Projects/AnimalClassification/data/prepared/dogs/ms_4783.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_DSC_4131.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/wildlife/afhq_3623.png,wildlife
f:/Projects/AnimalClassification/data/prepared/wildlife/afhq_2685.png,wildlife
f:/Projects/AnimalClassification/data/prepared/cats/afhq_1408.png,cats
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_000001-1_36.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/wildlife/afhq_0843.png,wildlife
f:/Projects/AnimalClassification/data/prepared/dogs/afhq_3969.png,dogs
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_DSC_4437_6.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/cats/afhq_3154.png,cats
f:/Projects/AnimalClassification/data/prepared/wildlife/afhq_3169.png,wildlife
f:/Projects/AnimalClassification/data/prepared/dogs/ms_4237.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_img-id2418-object-1.png,wildlife
f:/Projects/AnimalClassification/data/prepared/cats/afhq_4564.png,cats
f:/Projects/AnimalClassification/data/prepared/cats/hf_train_000834.jpg,cats
f:/Projects/AnimalClassification/data/prepared/dogs/ms_1019.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_DSC_6923.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/cats/ms_752.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/afhq_0559.png,cats
f:/Projects/AnimalClassification/data/prepared/dogs/ms_4784.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/cats/ms_1507.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/ms_12356.jpg,cats
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_DSC_4824.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_DSC_3971.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/dogs/hf_train_006730.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/cats/ms_11467.jpg,cats
f:/Projects/AnimalClassification/data/prepared/dogs/ms_5051.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/dogs/ms_8004.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/cats/hf_train_004657.jpg,cats
f:/Projects/AnimalClassification/data/prepared/dogs/ms_4591.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/dogs/ms_5627.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_0000023_σë_µ_¼_3.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/cats/ms_7918.jpg,cats
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_DSC_4814_1.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/dogs/hf_train_006042.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/cats/ms_1687.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/afhq_3794.png,cats
f:/Projects/AnimalClassification/data/prepared/dogs/ms_7520.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/wildlife/afhq_3647.png,wildlife
f:/Projects/AnimalClassification/data/prepared/dogs/afhq_0591.png,dogs
f:/Projects/AnimalClassification/data/prepared/cats/ms_1007.jpg,cats
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_DSC_4853.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/cats/ms_896.jpg,cats
f:/Projects/AnimalClassification/data/prepared/dogs/afhq_2484.png,dogs
f:/Projects/AnimalClassification/data/prepared/cats/ms_2128.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/afhq_4545.png,cats
f:/Projects/AnimalClassification/data/prepared/dogs/ms_6225.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/cats/ms_4744.jpg,cats
f:/Projects/AnimalClassification/data/prepared/dogs/ms_11686.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/dogs/afhq_4824.png,dogs
f:/Projects/AnimalClassification/data/prepared/cats/hf_train_002316.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/ms_1154.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/afhq_2234.png,cats
f:/Projects/AnimalClassification/data/prepared/wildlife/afhq_0276.png,wildlife
f:/Projects/AnimalClassification/data/prepared/cats/afhq_0524.png,cats
f:/Projects/AnimalClassification/data/prepared/dogs/ms_9324.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/cats/ms_10869.jpg,cats
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_DSC_6850.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/dogs/hf_train_008810.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/dogs/hf_train_005225.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/dogs/hf_train_006655.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_00036_σë_µ_¼.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_000020-2_9.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/dogs/hf_train_006896.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/wildlife/afhq_2118.png,wildlife
f:/Projects/AnimalClassification/data/prepared/cats/afhq_5128.png,cats
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_DSC_4063_2.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/cats/afhq_2458.png,cats
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_DSC_9793.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/cats/ms_3696.jpg,cats
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_P1010824.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_DSC_6728.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/cats/ms_10462.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/hf_val_000086.jpg,cats
f:/Projects/AnimalClassification/data/prepared/dogs/ms_3876.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/dogs/ms_10720.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/cats/ms_272.jpg,cats
f:/Projects/AnimalClassification/data/prepared/dogs/ms_11472.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/dogs/ms_4476.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/cats/afhq_4808.png,cats
f:/Projects/AnimalClassification/data/prepared/dogs/afhq_0725.png,dogs
f:/Projects/AnimalClassification/data/prepared/dogs/ms_2732.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/cats/hf_train_002938.jpg,cats
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_DSC_7296.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/dogs/ms_4381.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/dogs/ms_6331.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/dogs/ms_5901.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/dogs/ms_4578.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/dogs/hf_train_005200.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/dogs/ms_2504.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/dogs/hf_train_006016.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/dogs/ms_9013.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/cats/ms_5702.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/afhq_0783.png,cats
f:/Projects/AnimalClassification/data/prepared/wildlife/afhq_2879.png,wildlife
f:/Projects/AnimalClassification/data/prepared/dogs/ms_6761.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/cats/hf_train_001153.jpg,cats
f:/Projects/AnimalClassification/data/prepared/dogs/ms_2627.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/dogs/afhq_0316.png,dogs
f:/Projects/AnimalClassification/data/prepared/cats/ms_4277.jpg,cats
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_000000-1_31.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/cats/afhq_0093.png,cats
f:/Projects/AnimalClassification/data/prepared/dogs/afhq_2235.png,dogs
f:/Projects/AnimalClassification/data/prepared/dogs/hf_train_007354.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_DSC_2906_3.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/cats/hf_train_004202.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/ms_10023.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/afhq_3188.png,cats
f:/Projects/AnimalClassification/data/prepared/dogs/afhq_0136.png,dogs
f:/Projects/AnimalClassification/data/prepared/cats/ms_1480.jpg,cats
f:/Projects/AnimalClassification/data/prepared/dogs/afhq_0004.png,dogs
f:/Projects/AnimalClassification/data/prepared/dogs/hf_train_007187.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_DSC_2684_3.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/dogs/afhq_2084.png,dogs
f:/Projects/AnimalClassification/data/prepared/dogs/hf_train_005311.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/wildlife/afhq_2339.png,wildlife
f:/Projects/AnimalClassification/data/prepared/cats/ms_6966.jpg,cats
f:/Projects/AnimalClassification/data/prepared/dogs/ms_1646.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/dogs/afhq_2587.png,dogs
f:/Projects/AnimalClassification/data/prepared/cats/ms_5665.jpg,cats
f:/Projects/AnimalClassification/data/prepared/dogs/hf_train_007717.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/dogs/ms_4127.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/wildlife/afhq_2221.png,wildlife
f:/Projects/AnimalClassification/data/prepared/cats/afhq_0713.png,cats
f:/Projects/AnimalClassification/data/prepared/dogs/ms_19.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/dogs/hf_train_007350.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_0000039.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_DSC_3352_3.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/dogs/afhq_4472.png,dogs
f:/Projects/AnimalClassification/data/prepared/cats/ms_5246.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/ms_12346.jpg,cats
f:/Projects/AnimalClassification/data/prepared/wildlife/afhq_3230.png,wildlife
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_DSC_6137.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_DSC_6344_1.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/cats/ms_3120.jpg,cats
f:/Projects/AnimalClassification/data/prepared/wildlife/afhq_4696.png,wildlife
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_DSC_4822.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_000014-1_13.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_DSC_4372_1.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_DSC_8379_1.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/cats/hf_train_001614.jpg,cats
f:/Projects/AnimalClassification/data/prepared/dogs/ms_9848.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/dogs/afhq_0661.png,dogs
f:/Projects/AnimalClassification/data/prepared/cats/ms_8246.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/ms_10516.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/ms_7978.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/ms_4248.jpg,cats
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_DSC_2850_2.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/cats/hf_train_004747.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/ms_3358.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/hf_train_000753.jpg,cats
f:/Projects/AnimalClassification/data/prepared/cats/ms_4892.jpg,cats
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_000010-2_2.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/dogs/ms_9731.jpg,dogs
f:/Projects/AnimalClassification/data/prepared/cats/ms_2364.jpg,cats
f:/Projects/AnimalClassification/data/prepared/wildlife/afd_DSC_6818.jpg,wildlife
f:/Projects/AnimalClassification/data/prepared/dogs/ms_3712.jpg,dogs
